fact_id,order_date,user_id,product_id,quantity,unit_price,total_revenue
243,2026-05-06 16:42:00,58,5,1,61.49,61.49
244,2026-02-08 22:17:00,35,18,7,238.49,1669.43
245,2026-02-19 17:05:00,70,1,7,176.77,1237.39
246,2026-01-03 17:57:00,6,20,1,193.37,193.37
247,2026-04-18 05:36:00,85,15,3,168.48,505.44
248,2026-03-05 21:03:00,79,6,5,466.52,2332.60
249,2026-02-07 16:25:00,58,19,3,218.91,656.73
250,2026-02-08 05:51:00,64,18,5,238.49,1192.45
251,2026-01-02 12:50:00,58,20,4,193.37,773.48
252,2026-03-22 07:22:00,21,8,8,106.14,849.12
253,2026-03-10 19:07:00,32,19,6,218.91,1313.46
254,2026-04-21 18:06:00,16,7,5,36.74,183.70
255,2026-01-23 05:06:00,75,6,10,466.52,4665.20
256,2026-04-18 13:03:00,47,12,10,182.51,1825.10
257,2026-04-01 05:41:00,50,16,5,453.32,2266.60
258,2026-03-09 15:20:00,87,3,3,456.63,1369.89
259,2026-02-08 00:02:00,27,2,10,19.65,196.50
260,2026-04-02 19:17:00,90,16,3,453.32,1359.96
261,2026-05-02 21:21:00,66,20,7,193.37,1353.59
262,2026-01-01 17:59:00,46,10,5,64.30,321.50
263,2026-02-25 02:33:00,63,20,7,193.37,1353.59
264,2026-02-23 14:04:00,44,18,1,238.49,238.49
265,2026-04-30 10:47:00,47,20,1,193.37,193.37
266,2026-05-30 19:44:00,10,18,2,238.49,476.98
267,2026-02-24 18:03:00,74,15,1,168.48,168.48
268,2026-01-31 00:34:00,21,7,1,36.74,36.74
269,2026-04-29 07:38:00,48,17,3,145.55,436.65
270,2026-01-22 19:30:00,76,18,10,238.49,2384.90
271,2026-03-11 21:12:00,26,18,2,238.49,476.98
272,2026-04-25 21:06:00,20,11,2,282.45,564.90
273,2026-05-12 07:00:00,33,5,6,61.49,368.94
274,2026-01-26 10:15:00,44,7,10,36.74,367.40
275,2026-02-02 17:10:00,86,18,1,238.49,238.49
276,2026-04-16 18:44:00,56,7,6,36.74,220.44
277,2026-02-09 18:37:00,20,20,7,193.37,1353.59
278,2026-05-01 11:55:00,34,7,4,36.74,146.96
279,2026-02-22 21:37:00,90,4,8,104.79,838.32
280,2026-04-05 02:31:00,20,13,7,405.65,2839.55
281,2026-05-17 08:24:00,16,12,1,182.51,182.51
282,2026-01-27 23:37:00,23,10,8,64.30,514.40
283,2026-03-11 22:20:00,87,12,6,182.51,1095.06
284,2026-03-21 17:48:00,59,20,6,193.37,1160.22
285,2026-03-12 10:57:00,60,3,10,456.63,4566.30
286,2026-01-30 02:48:00,27,17,10,145.55,1455.50
287,2026-02-27 03:16:00,32,19,9,218.91,1970.19
288,2026-03-24 10:30:00,56,1,1,176.77,176.77
289,2026-01-22 05:26:00,63,13,2,405.65,811.30
290,2026-04-20 09:34:00,66,2,9,19.65,176.85
291,2026-01-16 03:26:00,31,10,2,64.30,128.60
292,2026-02-03 11:16:00,20,12,5,182.51,912.55
293,2026-05-01 04:43:00,48,20,10,193.37,1933.70
294,2026-01-17 04:16:00,19,14,7,223.75,1566.25
295,2026-02-04 04:54:00,54,13,9,405.65,3650.85
296,2026-05-08 08:16:00,26,19,7,218.91,1532.37
297,2026-05-29 20:22:00,8,12,4,182.51,730.04
298,2026-03-15 06:40:00,71,7,6,36.74,220.44
299,2026-04-07 00:31:00,89,19,8,218.91,1751.28
300,2026-01-24 13:25:00,59,18,3,238.49,715.47
